web-scraper-order,web-scraper-start-url,selector_lapin_pigeon,selector_lapin_pigeon-href,nom,prix,adresse,image
"1737924637-109","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-2001942","Poulets","3 000 CFA","Dakar, Sénégal",""
"1737924647-110","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulets à vendre et oeufs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-a-vendre-et-oeufs-2002375","Poulets à vendre et oeufs","2 200 CFA","Keur Massar, Sénégal",""
"1737924656-111","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2021584","Poulet","4 200 CFA","Dakar, Sénégal",""
"1737924663-112","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple Pigeon Cravate","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-pigeon-cravate-2082389","Couple Pigeon Cravate","30 000 CFA","Cambérène, Dakar, Sénégal",""
"1737924673-113","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulet Bleu hollandais","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-bleu-hollandais-2106379","Poulet Bleu hollandais","30 000 CFA","Keur Massar, Sénégal",""
"1737924680-114","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2132014","Poulet","3 000 CFA","Dakar Plateau, Dakar, Sénégal",""
"1737924691-115","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulet mâle","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-male-2172605","Poulet mâle","2 200 CFA","Keur Massar, Sénégal",""
"1737924698-116","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon lavande","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-lavande-2203490","Pigeon lavande","35 000 CFA","Cambérène, Dakar, Sénégal",""
"1737924706-117","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2218341","poulet","2 500 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737924713-118","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-2221308","Lapin","15 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737924722-119","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-2221541","Lapin","20 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737924730-120","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapins Angora française","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-angora-francaise-2223516","Lapins Angora française","15 000 CFA","HLM, Dakar, Sénégal",""
"1737924738-121","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-2229912","Lapins","15 000 CFA","Dakar, Sénégal",""
"1737924744-122","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussin brahmane","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahmane-2257183","Poussin brahmane","12 500 CFA","Dakar, Sénégal",""
"1737924751-123","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussin brahmane","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahmane-2257189","Poussin brahmane","12 500 CFA","Dakar, Sénégal",""
"1737924760-124","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Jeunes mâles brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/jeunes-males-brahman-2258568","Jeunes mâles brahman","Prix sur demande","Keur Massar, Sénégal",""
"1737924769-125","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple bramane productrice","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-bramane-productrice-2263150","Couple bramane productrice","65 000 CFA","Rufisque, Sénégal",""
"1737924775-126","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Culbita rakovni","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/culbita-rakovni-2270078","Culbita rakovni","40 000 CFA","Mermoz-Sacré-Cœur, Dakar, Sénégal",""
"1737924782-127","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Cochin coucou","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-coucou-2283626","Cochin coucou","40 000 CFA","Dakar, Sénégal",""
"1737924790-128","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Cochin","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cochin-2283654","Cochin","40 000 CFA","Dakar, Sénégal",""
"1737924798-129","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poules","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-2284382","Poules","40 000 CFA","Dakar, Sénégal",""
"1737924806-130","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2284393","Poulet","40 000 CFA","Dakar, Sénégal",""
"1737924813-131","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulet de chair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-de-chair-2289615","Poulet de chair","3 000 CFA","Mbour, Sénégal",""
"1737924821-132","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapin - lapereaux","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-lapereaux-2297368","Lapin - lapereaux","20 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737924828-133","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Cauchoix pair","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cauchoix-pair-2321095","Cauchoix pair","70 000 CFA","Dakar, Sénégal",""
"1737924836-134","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2321099","Pigeons","60 000 CFA","Dakar, Sénégal",""
"1737924842-135","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussins Brahmane blanc","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahmane-blanc-2321103","Poussins Brahmane blanc","10 000 CFA","Dakar, Sénégal",""
"1737924852-136","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Paon - pigeon","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paon-pigeon-2323541","Paon - pigeon","35 000 CFA","Dakar, Sénégal",""
"1737924858-137","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2323545","Pigeons","70 000 CFA","Dakar, Sénégal",""
"1737924866-138","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lince","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lince-2323612","Lince","70 000 CFA","Dakar, Sénégal",""
"1737924872-139","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poules bleu Hollande","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-bleu-hollande-2336310","Poules bleu Hollande","2 000 CFA","Diourbel, Sénégal",""
"1737924880-140","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-2349641","Lapins","50 000 CFA","Dakar, Sénégal",""
"1737924887-141","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poule de race","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-de-race-2351149","Poule de race","15 000 CFA","Dakar, Sénégal",""
"1737924895-142","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Colvert","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/colvert-2373373","Colvert","25 000 CFA","Keur Massar, Sénégal",""
"1737924903-143","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Cailles","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/cailles-2394348","Cailles","12 500 CFA","Keur Massar, Sénégal",""
"1737924913-144","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussins Brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahman-2397001","Poussins Brahman","Prix sur demande","Keur Massar, Sénégal",""
"1737924921-145","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussin brahmane","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussin-brahmane-2421069","Poussin brahmane","12 500 CFA","Dakar, Sénégal",""
"1737924928-146","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2421679","Pigeons","40 000 CFA","Mbour, Sénégal",""
"1737924936-147","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-2429419","Lapins","20 000 CFA","Keur Massar, Sénégal",""
"1737924945-148","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulet","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-2450669","Poulet","3 000 CFA","Patte d'oie, Dakar, Sénégal",""
"1737924951-149","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussîns","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-2455108","Poussîns","480 CFA","Dakar Plateau, Dakar, Sénégal",""
"1737924959-150","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-2463056","Pigeon voyageur","Prix sur demande","Dakar, Sénégal",""
"1737924967-151","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon boulant de pomerani mâle","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-boulant-de-pomerani-male-2499730","Pigeon boulant de pomerani mâle","50 000 CFA","Guediawaye, Dakar, Sénégal",""
"1737924976-152","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapin femelle","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-femelle-2501399","Lapin femelle","25 000 CFA","Fass, Dakar, Sénégal",""
"1737924983-153","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-2505095","Pigeon voyageur","7 000 CFA","Mbao, Dakar, Sénégal",""
"1737924993-154","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-2507523","Pigeon voyageur","7 000 CFA","Mbao, Dakar, Sénégal",""
"1737924999-155","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Paons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paons-2511822","Paons","5 000 CFA","Mbao, Dakar, Sénégal",""
"1737925006-156","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussins brahman colombia","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-brahman-colombia-2513890","Poussins brahman colombia","Prix sur demande","Keur Massar, Sénégal",""
"1737925016-157","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon allemand","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-allemand-2516109","Pigeon allemand","50 000 CFA","Mbao, Dakar, Sénégal",""
"1737925026-158","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulet - oeuf","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulet-oeuf-2516606","Poulet - oeuf","Prix sur demande","Hann Bel-Air, Dakar, Sénégal",""
"1737925037-159","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-2521008","Pigeons","Prix sur demande","Mboro, Sénégal",""
"1737925048-160","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapin nain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-2541503","Lapin nain","30 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737925060-161","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapin nain","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapin-nain-2541523","Lapin nain","35 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737925069-162","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Brahman colombia","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/brahman-colombia-2560354","Brahman colombia","Prix sur demande","Keur Massar, Sénégal",""
"1737925077-163","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons dragon blanc sec & voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-dragon-blanc-sec-et-voyageur-2561021","Pigeons dragon blanc sec & voyageur","15 000 CFA","Keur Massar, Sénégal",""
"1737925086-164","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons cravaté chinois","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-cravate-chinois-2566760","Pigeons cravaté chinois","15 000 CFA","Keur Massar, Sénégal",""
"1737925096-165","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poules Brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poules-brahman-2572060","Poules Brahman","15 000 CFA","Keur Massar, Sénégal",""
"1737925107-166","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulets","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-2577823","Poulets","3 000 CFA","Dakar, Sénégal",""
"1737925116-167","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poussins","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poussins-2586569","Poussins","Prix sur demande","Keur Massar, Sénégal",""
"1737925127-168","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Bramah  - hermineh  -frises blancs","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/bramah-hermineh-frises-blancs-2591465","Bramah  - hermineh  -frises blancs","25 000 CFA","Sicap Liberté, Dakar, Sénégal",""
"1737925136-169","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-2600934","Pigeon voyageur","4 000 CFA","Ouakam, Dakar, Sénégal",""
"1737925145-170","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon ordinaire","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-ordinaire-2604620","Pigeon ordinaire","1 000 CFA","Mbour, Sénégal",""
"1737925155-171","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Paire Cohen Barman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/paire-cohen-barman-2605030","Paire Cohen Barman","65 000 CFA","Ndiass, Sénégal",""
"1737925163-172","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple texan","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-texan-2608792","Couple texan","45 000 CFA","Mbao, Dakar, Sénégal",""
"1737925172-173","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple Texan","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-texan-2615679","Couple Texan","55 000 CFA","Mbao, Dakar, Sénégal",""
"1737925180-174","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeons Boulant De Saxe adultes","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeons-boulant-de-saxe-adultes-2617019","Pigeons Boulant De Saxe adultes","40 000 CFA","Guediawaye, Dakar, Sénégal",""
"1737925190-175","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Pigeon voyageur","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/pigeon-voyageur-2621772","Pigeon voyageur","Prix sur demande","Keur Massar, Sénégal",""
"1737925197-176","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poule rouge & bleus d'Hollande","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poule-rouge-et-bleus-dhollande-2625194","Poule rouge & bleus d'Hollande","10 000 CFA","Thies, Sénégal",""
"1737925208-177","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Couple Texan","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/couple-texan-2627818","Couple Texan","45 000 CFA","Mbao, Dakar, Sénégal",""
"1737925218-178","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Poulets brahman","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/poulets-brahman-2631399","Poulets brahman","25 000 CFA","Guediawaye, Dakar, Sénégal",""
"1737925227-179","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapins nains","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-nains-2640033","Lapins nains","30 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
"1737925236-180","https://sn.coinafrique.com/categorie/poules-lapins-et-pigeons?page=8","Lapins nains","https://sn.coinafrique.com/annonce/poules-lapins-et-pigeons/lapins-nains-2640044","Lapins nains","35 000 CFA","Parcelle Assainies, Dakar, Sénégal",""
